longitude,latitude,forecast_date,param,param_tag,6h,12h,18h,24h
88.75,28.25,2025-09-14,temperature_celcius,t2m_cel,11.136712646484398,8.894830322265648,4.413903808593773,2.0449462890625227
89.0,28.25,2025-09-14,temperature_celcius,t2m_cel,10.042962646484398,8.801080322265648,3.7576538085937727,3.2011962890625227
89.25,28.25,2025-09-14,temperature_celcius,t2m_cel,11.667962646484398,9.863580322265648,5.257653808593773,4.451196289062523
89.5,28.25,2025-09-14,temperature_celcius,t2m_cel,10.949212646484398,9.707330322265648,5.695153808593773,4.201196289062523
89.75,28.25,2025-09-14,temperature_celcius,t2m_cel,6.042962646484398,4.707330322265648,1.7576538085937727,0.9824462890625228
90.0,28.25,2025-09-14,temperature_celcius,t2m_cel,3.6679626464843977,2.238580322265648,0.1639038085937727,-0.7988037109374773
90.25,28.25,2025-09-14,temperature_celcius,t2m_cel,0.8554626464843977,0.7385803222656477,-1.1173461914062273,-2.2050537109374773
90.5,28.25,2025-09-14,temperature_celcius,t2m_cel,3.3554626464843977,3.832330322265648,1.0389038085937727,0.0136962890625227
90.75,28.25,2025-09-14,temperature_celcius,t2m_cel,7.074212646484398,7.113580322265648,3.3826538085937727,2.5136962890625227
91.0,28.25,2025-09-14,temperature_celcius,t2m_cel,11.074212646484398,11.519830322265648,6.320153808593773,5.701196289062523
91.25,28.25,2025-09-14,temperature_celcius,t2m_cel,8.105462646484398,8.769830322265648,5.070153808593773,4.294946289062523
91.5,28.25,2025-09-14,temperature_celcius,t2m_cel,5.449212646484398,5.051080322265648,2.2576538085937727,1.4824462890625227
91.75,28.25,2025-09-14,temperature_celcius,t2m_cel,9.699212646484398,8.207330322265648,3.8201538085937727,3.1074462890625227
92.0,28.25,2025-09-14,temperature_celcius,t2m_cel,4.667962646484398,4.238580322265648,1.4764038085937727,0.5449462890625227
88.75,28.0,2025-09-14,temperature_celcius,t2m_cel,3.0742126464843977,1.2698303222656475,-0.3673461914062272,-0.7675537109374773
89.0,28.0,2025-09-14,temperature_celcius,t2m_cel,6.261712646484398,4.301080322265648,1.7889038085937727,1.1074462890625227
89.25,28.0,2025-09-14,temperature_celcius,t2m_cel,10.105462646484398,8.707330322265648,5.570153808593773,4.857446289062523
89.5,28.0,2025-09-14,temperature_celcius,t2m_cel,5.699212646484398,5.488580322265648,2.7576538085937727,2.0761962890625227
89.75,28.0,2025-09-14,temperature_celcius,t2m_cel,8.261712646484398,7.551080322265648,5.695153808593773,5.076196289062523
90.0,28.0,2025-09-14,temperature_celcius,t2m_cel,8.761712646484398,7.738580322265648,4.195153808593773,3.9511962890625214
90.25,28.0,2025-09-14,temperature_celcius,t2m_cel,5.105462646484398,5.082330322265648,2.0701538085937727,1.9511962890625227
90.5,28.0,2025-09-14,temperature_celcius,t2m_cel,1.8867126464843973,2.082330322265648,0.4764038085937727,-0.0175537109374772
90.75,28.0,2025-09-14,temperature_celcius,t2m_cel,4.136712646484398,3.301080322265648,1.9764038085937727,1.1699462890625227
91.0,28.0,2025-09-14,temperature_celcius,t2m_cel,9.136712646484398,10.676080322265648,6.351403808593773,6.107446289062523
91.25,28.0,2025-09-14,temperature_celcius,t2m_cel,8.074212646484398,8.738580322265648,5.445153808593773,5.263696289062523
91.5,28.0,2025-09-14,temperature_celcius,t2m_cel,4.074212646484398,3.582330322265648,1.6326538085937727,1.2949462890625227
91.75,28.0,2025-09-14,temperature_celcius,t2m_cel,9.417962646484398,8.988580322265648,5.101403808593773,4.138696289062523
92.0,28.0,2025-09-14,temperature_celcius,t2m_cel,8.417962646484398,7.207330322265648,3.4139038085937727,1.9824462890625227
88.75,27.75,2025-09-14,temperature_celcius,t2m_cel,8.324212646484398,7.238580322265648,5.632653808593773,5.419946289062523
89.0,27.75,2025-09-14,temperature_celcius,t2m_cel,8.136712646484398,6.363580322265648,4.820153808593773,3.9511962890625214
89.25,27.75,2025-09-14,temperature_celcius,t2m_cel,6.042962646484398,5.769830322265648,3.9451538085937727,3.4824462890625227
89.5,27.75,2025-09-14,temperature_celcius,t2m_cel,4.480462646484398,4.269830322265648,2.8514038085937727,2.6074462890625227
89.75,27.75,2025-09-14,temperature_celcius,t2m_cel,13.949212646484398,15.144830322265648,12.132653808593773,11.388696289062525
90.0,27.75,2025-09-14,temperature_celcius,t2m_cel,12.261712646484398,13.082330322265648,11.288903808593773,10.576196289062525
90.25,27.75,2025-09-14,temperature_celcius,t2m_cel,6.136712646484398,6.363580322265648,4.851403808593773,4.638696289062523
90.5,27.75,2025-09-14,temperature_celcius,t2m_cel,8.636712646484398,8.988580322265648,6.913903808593773,6.544946289062523
90.75,27.75,2025-09-14,temperature_celcius,t2m_cel,9.167962646484398,10.738580322265648,7.101403808593773,6.638696289062523
91.0,27.75,2025-09-14,temperature_celcius,t2m_cel,13.699212646484398,15.332330322265648,10.695153808593773,10.607446289062525
91.25,27.75,2025-09-14,temperature_celcius,t2m_cel,16.761712646484398,16.238580322265648,13.882653808593773,13.357446289062525
91.5,27.75,2025-09-14,temperature_celcius,t2m_cel,14.824212646484398,13.519830322265648,10.476403808593773,10.388696289062525
91.75,27.75,2025-09-14,temperature_celcius,t2m_cel,11.042962646484398,10.238580322265648,7.382653808593773,5.451196289062523
92.0,27.75,2025-09-14,temperature_celcius,t2m_cel,6.980462646484398,8.144830322265648,5.070153808593773,3.0761962890625227
88.75,27.5,2025-09-14,temperature_celcius,t2m_cel,10.417962646484398,10.238580322265648,8.538903808593773,8.169946289062523
