longitude,latitude,forecast_date,param,param_tag,30h,36h,42h,48h
88.75,28.25,2025-09-14,temperature_celcius,t2m_cel,9.744775390625025,9.336206054687525,4.007531738281273,2.4222045898437727
89.0,28.25,2025-09-14,temperature_celcius,t2m_cel,10.776025390625025,8.242456054687523,3.4137817382812727,2.3597045898437727
89.25,28.25,2025-09-14,temperature_celcius,t2m_cel,11.401025390625025,9.742456054687525,5.226281738281273,3.5472045898437727
89.5,28.25,2025-09-14,temperature_celcius,t2m_cel,10.557275390625025,9.461206054687525,5.382531738281273,4.828454589843773
89.75,28.25,2025-09-14,temperature_celcius,t2m_cel,6.057275390625023,5.304956054687523,1.7575317382812727,1.6409545898437727
90.0,28.25,2025-09-14,temperature_celcius,t2m_cel,2.7447753906250227,1.4612060546875227,-0.2424682617187272,-0.9840454101562272
90.25,28.25,2025-09-14,temperature_celcius,t2m_cel,0.7760253906250227,0.5237060546875227,-1.867468261718728,-2.921545410156228
90.5,28.25,2025-09-14,temperature_celcius,t2m_cel,3.3385253906250227,2.8674560546875227,0.8825317382812727,-0.2652954101562272
90.75,28.25,2025-09-14,temperature_celcius,t2m_cel,6.307275390625023,5.648706054687523,2.6950317382812727,1.9847045898437727
91.0,28.25,2025-09-14,temperature_celcius,t2m_cel,10.869775390625025,10.242456054687525,5.757531738281273,5.265954589843773
91.25,28.25,2025-09-14,temperature_celcius,t2m_cel,8.369775390625023,8.242456054687523,4.445031738281273,4.078454589843773
91.5,28.25,2025-09-14,temperature_celcius,t2m_cel,6.182275390625023,5.117456054687523,1.8825317382812727,1.0784545898437727
91.75,28.25,2025-09-14,temperature_celcius,t2m_cel,9.151025390625025,7.023706054687523,3.7262817382812727,3.1722045898437727
92.0,28.25,2025-09-14,temperature_celcius,t2m_cel,6.338525390625023,5.836206054687523,1.6950317382812727,1.0472045898437727
88.75,28.0,2025-09-14,temperature_celcius,t2m_cel,3.619775390625023,2.7737060546875227,-0.5237182617187273,-0.7965454101562273
89.0,28.0,2025-09-14,temperature_celcius,t2m_cel,6.776025390625023,5.086206054687523,1.5075317382812727,0.5159545898437727
89.25,28.0,2025-09-14,temperature_celcius,t2m_cel,10.369775390625025,9.554956054687525,5.788781738281273,3.9847045898437727
89.5,28.0,2025-09-14,temperature_celcius,t2m_cel,7.651025390625023,5.492456054687523,2.6637817382812727,2.4847045898437727
89.75,28.0,2025-09-14,temperature_celcius,t2m_cel,9.963525390625025,8.179956054687523,5.445031738281273,5.109704589843773
90.0,28.0,2025-09-14,temperature_celcius,t2m_cel,7.776025390625023,6.929956054687523,4.132531738281273,3.6409545898437727
90.25,28.0,2025-09-14,temperature_celcius,t2m_cel,3.963525390625023,2.9924560546875227,1.8200317382812727,1.3597045898437727
90.5,28.0,2025-09-14,temperature_celcius,t2m_cel,2.3072753906250227,1.3674560546875227,0.0700317382812727,-0.0465454101562272
90.75,28.0,2025-09-14,temperature_celcius,t2m_cel,4.494775390625023,3.8049560546875214,1.6012817382812727,1.0159545898437727
91.0,28.0,2025-09-14,temperature_celcius,t2m_cel,8.026025390625023,7.898706054687523,5.820031738281273,5.640954589843773
91.25,28.0,2025-09-14,temperature_celcius,t2m_cel,6.932275390625023,7.148706054687523,5.038781738281273,4.953454589843773
91.5,28.0,2025-09-14,temperature_celcius,t2m_cel,2.9947753906250227,2.8362060546875227,1.4137817382812727,1.0472045898437727
91.75,28.0,2025-09-14,temperature_celcius,t2m_cel,9.307275390625025,8.367456054687523,4.632531738281273,4.453454589843773
92.0,28.0,2025-09-14,temperature_celcius,t2m_cel,8.307275390625023,6.242456054687523,3.4137817382812727,2.7972045898437727
88.75,27.75,2025-09-14,temperature_celcius,t2m_cel,8.338525390625023,8.429956054687523,5.538781738281273,5.203454589843773
89.0,27.75,2025-09-14,temperature_celcius,t2m_cel,8.369775390625023,6.617456054687523,4.382531738281273,3.4534545898437727
89.25,27.75,2025-09-14,temperature_celcius,t2m_cel,7.682275390625023,6.523706054687523,4.038781738281273,3.2347045898437727
89.5,27.75,2025-09-14,temperature_celcius,t2m_cel,4.869775390625023,4.586206054687523,2.6325317382812727,2.2972045898437727
89.75,27.75,2025-09-14,temperature_celcius,t2m_cel,14.557275390625025,14.304956054687525,11.757531738281273,11.453454589843773
90.0,27.75,2025-09-14,temperature_celcius,t2m_cel,13.619775390625025,13.054956054687525,10.820031738281273,10.265954589843773
90.25,27.75,2025-09-14,temperature_celcius,t2m_cel,8.088525390625023,6.023706054687523,4.663781738281273,4.328454589843773
90.5,27.75,2025-09-14,temperature_celcius,t2m_cel,9.869775390625025,8.304956054687523,6.601281738281273,6.484704589843773
90.75,27.75,2025-09-14,temperature_celcius,t2m_cel,9.276025390625025,8.179956054687523,6.726281738281273,6.328454589843773
91.0,27.75,2025-09-14,temperature_celcius,t2m_cel,12.088525390625025,12.148706054687525,10.226281738281273,10.015954589843773
91.25,27.75,2025-09-14,temperature_celcius,t2m_cel,16.026025390625023,15.367456054687525,13.382531738281273,12.672204589843773
91.5,27.75,2025-09-14,temperature_celcius,t2m_cel,13.244775390625025,10.992456054687525,10.070031738281273,10.015954589843773
91.75,27.75,2025-09-14,temperature_celcius,t2m_cel,10.526025390625025,9.023706054687525,7.226281738281273,6.922204589843773
92.0,27.75,2025-09-14,temperature_celcius,t2m_cel,7.838525390625023,7.617456054687523,4.882531738281273,4.390954589843773
88.75,27.5,2025-09-14,temperature_celcius,t2m_cel,10.369775390625025,9.398706054687525,8.695031738281273,7.922204589843773
89.0,27.5,2025-09-14,temperature_celcius,t2m_cel,11.119775390625025,9.617456054687525,7.070031738281273,5.515954589843773
89.25,27.5,2025-09-14,temperature_celcius,t2m_cel,11.994775390625025,10.054956054687525,8.101281738281273,7.297204589843773
89.5,27.5,2025-09-14,temperature_celcius,t2m_cel,14.276025390625025,12.554956054687525,10.726281738281273,9.953454589843773
89.75,27.5,2025-09-14,temperature_celcius,t2m_cel,18.088525390625023,17.211206054687523,14.226281738281273,13.328454589843773
90.0,27.5,2025-09-14,temperature_celcius,t2m_cel,16.182275390625023,17.679956054687523,14.788781738281273,13.828454589843773
90.25,27.5,2025-09-14,temperature_celcius,t2m_cel,15.244775390625025,13.179956054687525,10.195031738281273,9.703454589843773
90.5,27.5,2025-09-14,temperature_celcius,t2m_cel,16.994775390625023,15.929956054687525,12.695031738281273,12.672204589843773
90.75,27.5,2025-09-14,temperature_celcius,t2m_cel,13.463525390625025,12.742456054687525,10.570031738281273,10.265954589843773
91.0,27.5,2025-09-14,temperature_celcius,t2m_cel,13.776025390625025,12.742456054687525,11.257531738281273,10.797204589843773
91.25,27.5,2025-09-14,temperature_celcius,t2m_cel,17.276025390625023,16.023706054687523,13.788781738281273,13.047204589843773
91.5,27.5,2025-09-14,temperature_celcius,t2m_cel,17.213525390625023,16.711206054687523,14.351281738281273,13.703454589843773
91.75,27.5,2025-09-14,temperature_celcius,t2m_cel,17.119775390625023,16.961206054687523,14.820031738281273,14.609704589843773
92.0,27.5,2025-09-14,temperature_celcius,t2m_cel,13.213525390625025,12.336206054687525,9.413781738281273,8.828454589843773
88.75,27.25,2025-09-14,temperature_celcius,t2m_cel,16.651025390625023,16.429956054687523,14.851281738281273,14.609704589843773
